Forecast_time,Temperature,Humidity,WindSpeed,WindDirection,Cloud
2018-03-02 00:00:00,-2.0,55.0,6.7,336.0,1.0
2018-03-02 01:00:00,-2.6666666666666665,55.0,6.3,337.0,1.0
2018-03-02 02:00:00,-3.333333333333333,55.0,5.9,338.0,1.0
2018-03-02 03:00:00,-4.0,55.0,5.5,339.0,1.0
2018-03-02 04:00:00,-4.333333333333333,56.666666666666664,5.1,340.6666666666667,1.0
2018-03-02 05:00:00,-4.666666666666667,58.333333333333336,4.7,342.3333333333333,1.0
2018-03-02 06:00:00,-5.0,60.0,4.3,344.0,1.0
2018-03-02 07:00:00,-4.0,58.333333333333336,3.533333333333333,344.3333333333333,1.0
2018-03-02 08:00:00,-3.0,56.666666666666664,2.7666666666666666,344.6666666666667,1.0
2018-03-02 09:00:00,-2.0,55.0,2.0,345.0,1.0
2018-03-02 10:00:00,-1.0,51.666666666666664,1.6,315.3333333333333,1.0
2018-03-02 11:00:00,0.0,48.333333333333336,1.2000000000000002,285.6666666666667,1.0
2018-03-02 12:00:00,1.0,45.0,0.8,256.0,1.0
2018-03-02 13:00:00,1.6666666666666665,46.666666666666664,1.3,260.6666666666667,1.0
2018-03-02 14:00:00,2.333333333333333,48.333333333333336,1.7999999999999998,265.3333333333333,1.0
2018-03-02 15:00:00,3.0,50.0,2.3,270.0,1.0
2018-03-02 16:00:00,2.3333333333333335,51.666666666666664,2.1666666666666665,268.0,1.0
2018-03-02 17:00:00,1.6666666666666667,53.333333333333336,2.033333333333333,266.0,1.0
2018-03-02 18:00:00,1.0,55.0,1.9,264.0,1.0
2018-03-02 19:00:00,0.33333333333333337,60.0,1.8,198.66666666666669,1.0
2018-03-02 20:00:00,-0.33333333333333326,65.0,1.7,133.33333333333334,1.0
2018-03-02 21:00:00,-1.0,70.0,1.6,68.0,1.0
2018-03-02 22:00:00,-1.3333333333333333,73.33333333333333,1.8666666666666667,75.33333333333333,1.3333333333333333
2018-03-02 23:00:00,-1.6666666666666665,76.66666666666667,2.1333333333333333,82.66666666666667,1.6666666666666665
2018-03-03 00:00:00,-2.0,80.0,2.4,90.0,2.0
2018-03-03 01:00:00,-2.0,78.33333333333333,2.5666666666666664,101.66666666666667,2.0
2018-03-03 02:00:00,-2.0,76.66666666666667,2.7333333333333334,113.33333333333333,2.0
2018-03-03 03:00:00,-2.0,75.0,2.9,125.0,2.0
2018-03-03 04:00:00,-2.0,75.0,2.966666666666667,132.33333333333334,2.0
2018-03-03 05:00:00,-2.0,75.0,3.033333333333333,139.66666666666666,2.0
2018-03-03 06:00:00,-2.0,75.0,3.1,147.0,2.0
2018-03-03 07:00:00,-0.6666666666666667,71.66666666666667,2.9333333333333336,146.0,2.0
2018-03-03 08:00:00,0.6666666666666665,68.33333333333333,2.7666666666666666,145.0,2.0
2018-03-03 09:00:00,2.0,65.0,2.6,144.0,2.0
2018-03-03 10:00:00,4.333333333333334,65.0,2.533333333333333,137.66666666666666,2.0
2018-03-03 11:00:00,6.666666666666667,65.0,2.466666666666667,131.33333333333334,2.0
2018-03-03 12:00:00,9.0,65.0,2.4,125.0,2.0
2018-03-03 13:00:00,10.333333333333334,65.0,2.4,155.33333333333334,2.3333333333333335
2018-03-03 14:00:00,11.666666666666666,65.0,2.4,185.66666666666666,2.6666666666666665
2018-03-03 15:00:00,13.0,65.0,2.4,216.0,3.0
2018-03-03 16:00:00,12.333333333333334,70.0,2.0,207.0,3.0
2018-03-03 17:00:00,11.666666666666666,75.0,1.6,198.0,3.0
2018-03-03 18:00:00,11.0,80.0,1.2,189.0,3.0
2018-03-03 19:00:00,10.666666666666666,81.66666666666667,1.6333333333333333,182.0,3.0
2018-03-03 20:00:00,10.333333333333334,83.33333333333333,2.0666666666666664,175.0,3.0
2018-03-03 21:00:00,10.0,85.0,2.5,168.0,3.0
2018-03-03 22:00:00,9.333333333333334,85.0,2.7,181.0,3.0
2018-03-03 23:00:00,8.666666666666666,85.0,2.9,194.0,3.0
2018-03-04 00:00:00,8.0,85.0,3.1,207.0,3.0
2018-03-04 01:00:00,8.0,86.66666666666667,3.1333333333333333,204.0,3.3333333333333335
2018-03-04 02:00:00,8.0,88.33333333333333,3.166666666666667,201.0,3.6666666666666665
2018-03-04 03:00:00,8.0,90.0,3.2,198.0,4.0
2018-03-04 04:00:00,8.0,91.66666666666667,2.9,195.33333333333334,4.0
2018-03-04 05:00:00,8.0,93.33333333333333,2.6,192.66666666666666,4.0
2018-03-04 06:00:00,8.0,95.0,2.3,190.0,4.0
2018-03-04 07:00:00,8.0,96.66666666666667,1.9,170.33333333333334,4.0
2018-03-04 08:00:00,8.0,98.33333333333333,1.5,150.66666666666666,4.0
2018-03-04 09:00:00,8.0,100.0,1.1,131.0,4.0
